Company,UNIT NUMBER,UNIT STATUS,CATEGORY,CATEGORY_CLASS_DESC,YEAR,MAKE,MODEL,IN SERVICE DATE,DISPOSAL DATE,Meter
Company C,22000016,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,42,12/07/2018,,87141
Company C,22000017,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,42,12/07/2018,,66647
Company C,22000018,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,42,12/07/2018,,70768
Company C,22000019,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,42,12/07/2018,,2
Company C,22000020,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,42,12/07/2018,,95338
Company B,22000021,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,12/07/2018,,18040
Company B,22000022,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,12/07/2018,,1
Company B,22000023,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,12/07/2018,,2275
Company B,22000024,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,12/07/2018,,1
Company B,22000025,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,12/07/2018,,110
Company B,22000026,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,12/07/2018,,1
Company B,22000027,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,12/07/2018,,56325
Company C,22000028,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,53,12/07/2018,,153406
Company C,22000029,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,53,12/07/2018,,44880
Company C,22000030,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,42,12/07/2018,,1
Company C,22000031,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,42,12/07/2018,,1
Company C,22000032,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,42,12/07/2018,,98884
Company C,22000033,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,77464
Company C,22000034,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,1
Company C,22000035,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,35,12/07/2018,,57322
Company C,22000036,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,35,12/07/2018,,23836
Company C,22000037,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,79566
Company C,22000038,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,71839
Company C,22000039,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,61219
Company C,22000040,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,34879
Company C,22000041,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,40165
Company C,22000042,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,82831
Company C,22000043,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,91346
Company C,22000044,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,113774
Company C,22000045,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,109713
Company C,22000046,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,63725
Company C,22000047,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,1
Company C,22000048,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,1
Company C,22000049,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,12/07/2018,,3623
Company A,22000050,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,17625
Company A,22000051,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,17536
Company A,22000052,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,18025
Company A,22000053,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,18168
Company A,22000054,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,16923
Company A,22000055,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,17563
Company A,22000056,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,3756
Company A,22000057,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,8056
Company A,22000058,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,7206
Company A,22000059,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,12084
Company A,22000060,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,12489
Company A,22000061,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,11319
Company A,22000062,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,12172
Company A,22000063,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,9426
Company A,22000064,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,10598
Company A,22000065,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,10242
Company A,22000066,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,11180
Company A,22000067,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,9842
Company A,22000068,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,4648
Company A,22000069,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,3841
Company A,22000070,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,12311
Company A,22000071,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,8401
Company A,22000072,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,1
Company B,22000073,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,38,12/08/2018,,32715
Company B,22000074,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,38,12/08/2018,,11287
Company B,22000075,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,38,12/08/2018,,84321
Company B,22000076,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,38,12/08/2018,,60633
Company B,22000077,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,38,12/08/2018,,1
Company B,22000078,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,38,12/08/2018,,1
Company B,22000079,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,38,12/08/2018,,1
Company B,22000080,IN SERVICE,TRAILER-RFR1,Trailer,2020,GREAT DANE,38,12/08/2018,,1
Company B,22000081,IN SERVICE,TRAILER-RFR1,Trailer,2020,GREAT DANE,38,12/08/2018,,1
Company B,22000082,IN SERVICE,TRAILER-RFR1,Trailer,2020,GREAT DANE,38,12/08/2018,,44451
Company B,22000083,IN SERVICE,TRAILER-RFR1,Trailer,2020,GREAT DANE,38,12/08/2018,,1
Company B,22000084,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,12/08/2018,,150317
Company B,22000085,PENDING DECOMMISSION,TRAILER-RFR1,Trailer,2020,GREAT DANE,48,12/08/2018,12/31/2024,1
Company B,22000086,IN SERVICE,TRAILER-RFR1,Trailer,2020,GREAT DANE,48,12/08/2018,,49628
Company B,22000087,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,12/08/2018,,38537
Company B,22000088,IN SERVICE,TRAILER-RFR1,Trailer,2020,GREAT DANE,48,12/08/2018,,1
Company B,22000089,IN SERVICE,TRAILER-RFR1,Trailer,2020,GREAT DANE,48,12/08/2018,,1
Company A,22000093,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,11655
Company A,22000094,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,7395
Company A,22000095,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,12078
Company A,22000096,SCRAPPED,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,03/15/2024,12281
Company A,22000103,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,9505
Company A,22000106,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,13797
Company A,22000107,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,14136
Company A,22000108,IN SERVICE,TRAILER-RFR2,Trailer,2020,GREAT DANE,48,12/08/2018,,9500
Company B,22000111,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,28,11/19/2020,,111971
Company B,22000112,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,28,11/19/2020,,114044
Company B,22000113,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,28,11/19/2020,,293076
Company B,22000114,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,28,11/19/2020,,356856
Company B,22000115,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,28,11/19/2020,,20968
Company B,22000116,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,28,11/19/2020,,113470
Company B,22000117,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,101371
Company B,22000118,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,163400
Company B,22000119,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,92583
Company B,22000120,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,93988
Company B,22000121,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,180471
Company B,22000122,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,76157
Company B,22000123,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,77003
Company B,22000124,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,58585
Company B,22000125,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,54025
Company B,22000126,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,40,11/19/2020,,81421
Company B,22000127,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,36609
Company B,22000128,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,33302
Company B,22000129,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,39360
Company B,22000130,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,30160
Company B,22000131,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,32570
Company B,22000132,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,31569
Company C,22000133,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,02/11/2019,,137860
Company C,22000134,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,02/11/2019,,140908
Company C,22000135,IN SERVICE,TRAILER-HTR,Trailer,2020,GREAT DANE,48,02/11/2019,,140384
Company C,22000136,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,78357
Company C,22000137,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,46677
Company C,22000138,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,112752
Company C,22000139,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,93951
Company C,22000140,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,41817
Company C,22000141,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,34138
Company C,22000142,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,33294
Company C,22000143,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,1000
Company C,22000144,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,82197
Company C,22000145,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,115730
Company C,22000146,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,109964
Company C,22000147,IN SERVICE,TRAILER-DRY,Trailer,2020,GREAT DANE,48,02/11/2019,,146122
Company B,22000148,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,27396
Company B,22000149,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,29943
Company B,22000150,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,29512
Company B,22000151,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,28988
Company B,22000152,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,30808
Company B,22000153,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,48598
Company B,22000154,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,29819
Company B,22000155,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,30923
Company B,22000156,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,29086
Company B,22000157,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,36608
Company B,22000158,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,34966
Company B,22000159,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,31595
Company B,22000160,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,32147
Company B,22000161,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,40078
Company B,22000162,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,30424
Company B,22000163,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,53,11/19/2020,,29690
Company B,22000164,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,40,11/19/2020,,58043
Company B,22000165,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,40,11/19/2020,,64577
Company B,22000166,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,40,11/19/2020,,43530
Company B,22000167,IN SERVICE,TRAILER-DRY,Trailer,2021,GREAT DANE,40,11/19/2020,,49137
